Id,Habitaciones,banos,Parqueaderos,area_construida,area_privada,Estrato,antigüedad,piso_No,administracion,precio m,transaccion,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link,antigüedad_ad,tipo inmueble
1280,1,1,2,52,52,6,30,2,656000,No definida,Arriendo,Precio del canon (COP),santa barbara,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/santa-barbara/bogota/8031788,mas de 30 años,Apartamento
1281,2,2,1,65,0,4,18,No definida,400000,No definida,Arriendo,2200000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/8092625,1 a 8 años,Apartamento
1282,3,2,2,106,0,5,18,No definida,360000,No definida,Arriendo,3280000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7589296,1 a 8 años,Apartamento
1283,3,2,2,81,0,3,No definida,No definida,380000,No definida,Arriendo,2000000,el liston,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/el-liston/bogota/8101817,No definida,Apartamento
1284,3,1,No definida,50,0,3,30,No definida,No definida,No definida,Arriendo,1170000,rafael uribe,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/rafael-uribe/bogota/7962145,mas de 30 años,Apartamento
1285,No definida,1,No definida,110,110,4,30,1,No definida,No definida,Arriendo,2700000,san luis,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/san-luis/bogota/5647293,mas de 30 años,Oficina
1286,3,3,2,116,0,4,18,Otro,468000,No definida,Arriendo,3200000,colina campestre,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/colina-campestre/bogota/10091617,1 a 8 años,Apartamento
1287,3,2,2,57,57,3,915,No definida,No definida,No definida,Arriendo,1400000,verbenal san antonio,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/verbenal-san-antonio/bogota/8053514,9 a 15 años,Apartamento
1288,3,3,2,146,146,6,1630,4,No definida,No definida,Arriendo,4500000,calleja baja,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/calleja-baja/bogota/10117020,16 a 30 años,Apartamento
1289,3,3,2,140,0,6,1630,No definida,1187000,No definida,Arriendo,4333000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7951028,16 a 30 años,Apartamento
1290,3,4,2,132,0,6,1630,No definida,807000,No definida,Arriendo,3693000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7795937,16 a 30 años,Apartamento
1291,No definida,1,No definida,25,0,4,915,4,250000,No definida,Arriendo,900000,andes norte,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/andes-norte/bogota/5209968,9 a 15 años,Oficina
1292,4,4,1,457,0,4,1630,No definida,No definida,No definida,Arriendo,5000000,teusaquillo,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/teusaquillo/bogota/8073482,16 a 30 años,Casa
1293,3,3,1,100,0,6,1630,No definida,1000000,No definida,Arriendo,4930500,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7982497,16 a 30 años,Apartamento
1294,2,2,2,73,0,6,18,8,585000,No definida,Arriendo,6000000,chico norte,Bogota,Loft,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10134044,1 a 8 años,Apartamento
1295,3,3,2,160,0,5,915,No definida,550000,No definida,Arriendo,4590000,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7985573,9 a 15 años,Apartamento
1296,No definida,8,4,600,0,4,1630,2,No definida,No definida,Arriendo,8000000,la castellana,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/la-castellana/bogota/5209844,16 a 30 años,Oficina
1297,4,3,2,125,125,5,1630,5,No definida,No definida,Arriendo,3600000,el contador,Bogota,Duplex,No definida,/inmueble/apartamento-en-arriendo/el-contador/bogota/10075172,16 a 30 años,Apartamento
1298,2,1,1,110,110,3,18,No definida,No definida,No definida,Arriendo,2800000,prado veraniego,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/prado-veraniego/bogota/10129064,1 a 8 años,Apartamento
1299,No definida,2,2,45,0,4,915,2,708000,No definida,Arriendo,1800000,andes norte,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/andes-norte/bogota/7163462,9 a 15 años,Oficina
1300,3,3,2,113,0,5,1630,No definida,400000,No definida,Arriendo,2494000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/8107313,16 a 30 años,Apartamento
1301,1,2,1,50,0,5,915,No definida,200000,No definida,Arriendo,2200000,canodromo,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/canodromo/bogota/8094312,9 a 15 años,Apartamento
1302,No definida,1,1,48,0,6,No definida,2,No definida,No definida,Arriendo,3000000,el retiro,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/el-retiro/bogota/10056469,No definida,Oficina
1303,No definida,3,No definida,100,0,3,1,3,No definida,No definida,Arriendo,2500000,doce de octubre,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/doce-de-octubre/bogota/5208403,menos de 1 año,Oficina
1304,No definida,2,2,100,0,3,30,No definida,No definida,No definida,Arriendo,5000000,chapinero central,Bogota,No definida,Bueno,/inmueble/local-en-arriendo/chapinero-central/bogota/7857926,mas de 30 años,Local
1305,1,2,1,75,75,5,1630,5,452000,No definida,Arriendo,4250000,chico norte,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/8079444,16 a 30 años,Apartamento
1306,1,2,1,82,82,6,No definida,10,500000,No definida,Arriendo,3100000,los rosales,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/los-rosales/bogota/8055846,No definida,Apartamento
1307,No definida,1,1,22,22,5,1630,No definida,154000,No definida,Arriendo,1200000,puente largo,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/puente-largo/bogota/7561450,16 a 30 años,Oficina
1308,No definida,6,3,876.18,0,5,1630,1,No definida,No definida,Arriendo,30000000,chico,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/chico/bogota/5461959,16 a 30 años,Oficina
1309,No definida,1,No definida,35,0,4,1630,No definida,No definida,No definida,Arriendo,1000000,chapinero central,Bogota,No definida,No definida,/inmueble/local-en-arriendo/chapinero-central/bogota/10067009,16 a 30 años,Local
1310,3,3,2,100,0,4,1630,No definida,470000,No definida,Arriendo,2430000,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7955300,16 a 30 años,Apartamento
1311,3,2,1,107,0,4,30,No definida,637000,No definida,Arriendo,3422850,la macarena,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/la-macarena/bogota/7261426,mas de 30 años,Apartamento
1312,2,2,2,110,0,6,18,No definida,440000,No definida,Arriendo,4290000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7996260,1 a 8 años,Apartamento
1313,2,1,1,69,69,4,30,2,No definida,No definida,Arriendo,1850000,el contador,Bogota,Loft,Bueno,/inmueble/apartamento-en-arriendo/el-contador/bogota/7921710,mas de 30 años,Apartamento
1314,1,1,No definida,38,38,4,1,9,No definida,No definida,Arriendo,1800000,la sultana,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/la-sultana/bogota/10125050,menos de 1 año,Apartamento
1315,4,5,5,540,0,4,915,No definida,No definida,No definida,Arriendo,8800000,autopista norte,Bogota,No definida,Bueno,/inmueble/casa-en-arriendo/autopista-norte/bogota/7611050,9 a 15 años,Casa
1316,14,8,4,619,619,4,1630,2,No definida,No definida,Arriendo,6500000,teusaquillo,Bogota,No definida,No definida,/inmueble/casa-en-arriendo/teusaquillo/bogota/10128623,16 a 30 años,Casa
1317,No definida,No definida,No definida,4656,0,3,1630,No definida,No definida,No definida,Arriendo,139680000,salitre occidental,Bogota,No definida,No definida,/inmueble/bodega-en-arriendo/salitre-occidental/bogota/10139393,16 a 30 años,Bodega
1318,No definida,No definida,2,100,0,6,18,2,790000,No definida,Arriendo,5800000,san gabriel norte,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/san-gabriel-norte/bogota/10138891,1 a 8 años,Oficina
1319,No definida,No definida,No definida,56,0,3,1,No definida,No definida,No definida,Arriendo,3765000,prado veraniego,Bogota,No definida,Excelente,/inmueble/local-en-arriendo/prado-veraniego/bogota/7678237,menos de 1 año,Local
1320,2,2,1,80,0,4,1630,No definida,490000,No definida,Arriendo,2000000,usaquen,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8020107,16 a 30 años,Apartamento
1321,3,5,2,156,0,6,915,No definida,950000,No definida,Arriendo,6200000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7607705,9 a 15 años,Apartamento
1322,1,2,2,83,83,6,18,4,700000,No definida,Arriendo,3500000,antiguo country,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/antiguo-country/bogota/8095395,1 a 8 años,Apartamento
1323,3,2,1,103,103,4,1630,1,No definida,No definida,Arriendo,2400000,cedritos,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/cedritos/bogota/10125048,16 a 30 años,Apartamento
1324,No definida,1,No definida,30,0,3,915,No definida,No definida,No definida,Arriendo,1335000,narino sur,Bogota,No definida,No definida,/inmueble/local-en-arriendo/narino-sur/bogota/10105743,9 a 15 años,Local
1325,3,2,No definida,53,53,4,18,No definida,No definida,No definida,Arriendo,1500000,la felicidad,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/la-felicidad/bogota/8063309,1 a 8 años,Apartamento
1326,No definida,3,2,230,230,4,30,No definida,No definida,No definida,Arriendo,4200000,morato,Bogota,No definida,Bueno,/inmueble/oficina-en-arriendo/morato/bogota/8097003,mas de 30 años,Oficina
1327,No definida,3,7,135,0,4,1630,1,No definida,No definida,Arriendo,3500000,la castellana,Bogota,No definida,Excelente,/inmueble/oficina-en-arriendo/la-castellana/bogota/7225927,16 a 30 años,Oficina
1328,2,1,No definida,65,65,3,1630,1,No definida,No definida,Arriendo,900000,bogota,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/bogota/bogota-dc/10131143,16 a 30 años,Apartamento
1329,No definida,2,1,80,0,6,30,4,No definida,No definida,Arriendo,3100000,santa barbara occidental,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/santa-barbara-occidental/bogota/10094895,mas de 30 años,Oficina
1330,No definida,1,No definida,20,0,3,915,No definida,No definida,No definida,Arriendo,550000,el carmen,Bogota,No definida,Excelente,/inmueble/local-en-arriendo/el-carmen/bogota/7925598,9 a 15 años,Local
1331,3,3,2,98,89,5,1630,6,460000,No definida,Arriendo,3300000,iberia,Bogota,No definida,Excelente,/inmueble/apartamento-en-arriendo/iberia/bogota/7978399,16 a 30 años,Apartamento
1332,No definida,No definida,No definida,40,0,5,1630,No definida,No definida,No definida,Arriendo,2700000,antiguo country,Bogota,No definida,No definida,/inmueble/local-en-arriendo/antiguo-country/bogota/10077908,16 a 30 años,Local
1333,2,2,1,72,72,4,1630,1,No definida,No definida,Arriendo,2280000,los cedros,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/los-cedros/bogota/10066955,16 a 30 años,Apartamento
1334,2,2,1,100,0,5,1630,No definida,890000,No definida,Arriendo,4000000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/8094973,16 a 30 años,Apartamento
1335,No definida,2,3,90,0,4,18,5,992000,No definida,Arriendo,4000000,la patria,Bogota,No definida,No definida,/inmueble/oficina-en-arriendo/la-patria/bogota/10068834,1 a 8 años,Oficina
1336,1,1,No definida,23,0,3,No definida,No definida,130000,No definida,Arriendo,1420000,veracruz,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/veracruz/bogota/8106282,No definida,Apartamento
1337,1,1,2,135,0,5,915,No definida,770000,No definida,Arriendo,5730000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/8085225,9 a 15 años,Apartamento
1338,3,3,1,115,115,4,30,4,726000,No definida,Arriendo,3800000,chapinero alto,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/chapinero-alto/bogota/7492377,mas de 30 años,Apartamento
1339,3,1,1,40,40,3,915,5,150000,No definida,Arriendo,1200000,usaquen,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/usaquen/bogota/8079462,9 a 15 años,Apartamento
1340,2,1,1,50,50,3,1630,2,No definida,No definida,Arriendo,1700000,galerias,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/galerias/bogota/10138813,16 a 30 años,Apartamento
1341,4,4,3,230,0,5,1630,No definida,No definida,No definida,Arriendo,4500000,suba,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/suba/bogota/7864339,16 a 30 años,Casa
1342,2,2,1,85,85,4,1630,2,571000,No definida,Arriendo,1929000,puente largo,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/puente-largo/bogota/10139256,16 a 30 años,Apartamento
1343,2,2,1,90,0,6,915,No definida,450000,No definida,Arriendo,3800000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/8094027,9 a 15 años,Apartamento
1344,1,2,1,60,60,5,18,2,442000,No definida,Arriendo,2200000,pasadena,Bogota,No definida,Bueno,/inmueble/apartamento-en-arriendo/pasadena/bogota/7989793,1 a 8 años,Apartamento
1345,No definida,1,No definida,38,0,3,915,No definida,No definida,No definida,Arriendo,1050000,santa rosa,Bogota,No definida,Bueno,/inmueble/local-en-arriendo/santa-rosa/bogota/7389929,9 a 15 años,Local
1346,3,No definida,No definida,20,0,4,915,No definida,No definida,No definida,Arriendo,860000,pardo rubio,Bogota,No definida,No definida,/inmueble/habitacion-en-arriendo/pardo-rubio/bogota/10129857,9 a 15 años,Habitacion
1347,1,1,No definida,32,0,3,No definida,No definida,92000,No definida,Arriendo,1400000,engativa,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/engativa/bogota/7968360,No definida,Apartamento
1348,3,2,2,94,94,5,18,12,No definida,No definida,Arriendo,3550000,andes norte,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/andes-norte/bogota/10118026,1 a 8 años,Apartamento
1349,2,2,1,69,0,4,1630,No definida,300000,No definida,Arriendo,2600000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7913208,16 a 30 años,Apartamento
1350,1,1,No definida,25,0,3,30,No definida,150000,No definida,Arriendo,1250000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7989191,mas de 30 años,Apartamento
1351,1,1,1,44,0,4,No definida,No definida,335000,No definida,Arriendo,4165000,quinta camacho,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/quinta-camacho/bogota/7456306,No definida,Apartamento
1352,4,3,2,120,0,5,30,No definida,550000,No definida,Arriendo,4400000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7416782,mas de 30 años,Apartamento
1353,3,2,1,96,0,5,30,No definida,288000,No definida,Arriendo,3528000,barrios unidos,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/barrios-unidos/bogota/7932027,mas de 30 años,Apartamento
1354,1,2,2,53,0,5,1,No definida,330000,No definida,Arriendo,2670000,suba,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/suba/bogota/7770709,menos de 1 año,Apartamento
1355,4,4,4,251,0,5,30,No definida,No definida,No definida,Arriendo,6500000,usaquen,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/usaquen/bogota/7932679,mas de 30 años,Casa
1356,4,5,2,330,0,5,30,No definida,1700000,No definida,Arriendo,5800000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7491027,mas de 30 años,Apartamento
1357,No definida,1,No definida,82,82,5,1,No definida,No definida,No definida,Arriendo,12032800,lago gaitan,Bogota,No definida,No definida,/inmueble/local-en-arriendo/lago-gaitan/bogota/8092130,menos de 1 año,Local
1358,No definida,1,No definida,140,0,3,18,No definida,No definida,No definida,Arriendo,4000000,hipotecho occidental,Bogota,No definida,No definida,/inmueble/local-en-arriendo/hipotecho-occidental/bogota/10118403,1 a 8 años,Local
1359,1,1,No definida,30,0,3,No definida,No definida,No definida,No definida,Arriendo,2737000,teusaquillo,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7825729,No definida,Apartamento
1360,2,1,No definida,48,0,3,18,No definida,120000,No definida,Arriendo,1400000,kennedy,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/kennedy/bogota/7232259,1 a 8 años,Apartamento
1361,2,1,No definida,40,0,3,1,No definida,No definida,No definida,Arriendo,1400000,barrios unidos,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/barrios-unidos/bogota/7870781,menos de 1 año,Apartamento
1362,2,2,No definida,50,50,3,18,3,No definida,No definida,Arriendo,1600000,jorge eliecer gaitan,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/jorge-eliecer-gaitan/bogota/10141758,1 a 8 años,Apartamento
1363,1,1,No definida,30,0,3,No definida,No definida,No definida,No definida,Arriendo,2737000,teusaquillo,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7825738,No definida,Apartamento
1364,1,2,No definida,124,0,4,915,No definida,No definida,No definida,Arriendo,3500000,la candelaria,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/la-candelaria/bogota/7739906,9 a 15 años,Apartamento
1365,No definida,1,No definida,41,41,5,1,No definida,No definida,No definida,Arriendo,6422000,lago gaitan,Bogota,No definida,No definida,/inmueble/local-en-arriendo/lago-gaitan/bogota/8092096,menos de 1 año,Local
1366,4,4,3,320,0,4,915,No definida,250000,No definida,Arriendo,4018000,usaquen,Bogota,No definida,Excelente,/inmueble/casa-en-arriendo/usaquen/bogota/7782582,9 a 15 años,Casa
1367,1,1,No definida,40,0,3,No definida,No definida,No definida,No definida,Arriendo,2713200,teusaquillo,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7826056,No definida,Apartamento
1368,3,2,2,109,0,5,915,No definida,600000,No definida,Arriendo,6500000,chapinero,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7904008,9 a 15 años,Apartamento
1369,No definida,1,1,30,30,5,18,2,No definida,No definida,Arriendo,2900000,la calleja,Bogota,No definida,No definida,/inmueble/consultorio-en-arriendo/la-calleja/bogota/8086911,1 a 8 años,Consultorio
1370,3,1,No definida,42.86,37,3,1630,4,No definida,No definida,Arriendo,850000,el ensueno,Bogota,No definida,No definida,/inmueble/apartamento-en-arriendo/el-ensueno/bogota/10087539,16 a 30 años,Apartamento
1371,1,1,No definida,28,0,4,1,No definida,No definida,No definida,Arriendo,1200000,teusaquillo,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/8028424,menos de 1 año,Apartamento
1372,1,2,1,60,0,6,18,6,No definida,No definida,Arriendo,4000000,san patricio,Bogota,Duplex,No definida,/inmueble/apartamento-en-arriendo/san-patricio/bogota/10090182,1 a 8 años,Apartamento
1373,1,1,No definida,40,0,3,No definida,No definida,No definida,No definida,Arriendo,2856000,teusaquillo,Bogota,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7825727,No definida,Apartamento
