,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Antigüedad,Piso N°,Administración,Precio m²,Transacción,Precio,Barrio,Ciudad,Tipo de apartamento,Estado,Link
1358,1.0,1.0,No definida,30.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,2737000.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7825729
1359,2.0,1.0,No definida,48.0,0.0,3.0,18.0,No definida,120000.0,No definida,Arriendo,1400000.0,kennedy,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/kennedy/bogota/7232259
1360,2.0,1.0,No definida,40.0,0.0,3.0,1.0,No definida,No definida,No definida,Arriendo,1400000.0,barrios unidos,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/barrios-unidos/bogota/7870781
1361,2.0,2.0,No definida,50.0,50.0,3.0,18.0,3.0,No definida,No definida,Arriendo,1600000.0,jorge eliecer gaitan,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/jorge-eliecer-gaitan/bogota/10141758
1362,1.0,1.0,No definida,30.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,2737000.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7825738
1363,1.0,2.0,No definida,124.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,3500000.0,la candelaria,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/la-candelaria/bogota/7739906
1364,No definida,1.0,No definida,41.0,41.0,5.0,1.0,No definida,No definida,No definida,Arriendo,6422000.0,lago gaitan,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/lago-gaitan/bogota/8092096
1365,4.0,4.0,3.0,320.0,0.0,4.0,915.0,No definida,250000.0,No definida,Arriendo,4018000.0,usaquen,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/usaquen/bogota/7782582
1366,1.0,1.0,No definida,40.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,2713200.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7826056
1367,3.0,2.0,2.0,109.0,0.0,5.0,915.0,No definida,600000.0,No definida,Arriendo,6500000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7904008
1368,No definida,1.0,1.0,30.0,30.0,5.0,18.0,2.0,No definida,No definida,Arriendo,2900000.0,la calleja,Bogotá,No definida,No definida,/inmueble/consultorio-en-arriendo/la-calleja/bogota/8086911
1369,3.0,1.0,No definida,42.86,37.0,3.0,1630.0,4.0,No definida,No definida,Arriendo,850000.0,el ensueno,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/el-ensueno/bogota/10087539
1370,1.0,1.0,No definida,28.0,0.0,4.0,1.0,No definida,No definida,No definida,Arriendo,1200000.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/8028424
1371,1.0,2.0,1.0,60.0,0.0,6.0,18.0,6.0,No definida,No definida,Arriendo,4000000.0,san patricio,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/san-patricio/bogota/10090182
1372,1.0,1.0,No definida,40.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,2856000.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7825727
1373,3.0,4.0,2.0,250.0,0.0,5.0,18.0,No definida,No definida,No definida,Arriendo,4700000.0,el batan,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/el-batan/bogota/8082925
1374,1.0,2.0,1.0,63.0,63.0,5.0,No definida,No definida,400000.0,No definida,Arriendo,2400000.0,antiguo country,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/antiguo-country/bogota/7932278
1375,1.0,2.0,2.0,80.33,0.0,6.0,1.0,7.0,600000.0,No definida,Arriendo,4500000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10144207
1376,1.0,1.0,No definida,20.0,0.0,4.0,1.0,4.0,No definida,No definida,Arriendo,1785000.0,gran america,Bogotá,No definida,Excelente,/inmueble/apartaestudio-en-arriendo/gran-america/bogota/5532605
1377,1.0,1.0,No definida,35.0,34.0,3.0,1.0,16.0,No definida,No definida,Arriendo,1300000.0,la granja norte,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/la-granja-norte/bogota/10135552
1378,3.0,3.0,1.0,235.0,0.0,6.0,1630.0,No definida,1900000.0,No definida,Arriendo,5600000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/7747774
1379,1.0,1.0,1.0,78.0,0.0,6.0,30.0,No definida,400000.0,No definida,Arriendo,2100000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8075623
1380,1.0,1.0,No definida,25.0,0.0,3.0,1.0,7.0,No definida,No definida,Arriendo,1300000.0,veracruz,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/veracruz/bogota/10130446
1381,No definida,1.0,No definida,33.0,0.0,6.0,30.0,No definida,158350.0,No definida,Arriendo,4341650.0,santa barbara occidental,Bogotá,No definida,No definida,/inmueble/local-en-arriendo/santa-barbara-occidental/bogota/10087230
1382,No definida,No definida,2.0,77.28,0.0,6.0,1630.0,2.0,610000.0,No definida,Arriendo,5000000.0,calleja baja,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/calleja-baja/bogota/6561235
1383,4.0,4.0,3.0,350.0,0.0,4.0,30.0,No definida,No definida,No definida,Arriendo,4500000.0,suba,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/suba/bogota/8018248
1384,3.0,3.0,1.0,200.0,0.0,6.0,1630.0,No definida,400000.0,No definida,Arriendo,6000000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/7934443
1385,3.0,2.0,2.0,100.0,0.0,4.0,18.0,No definida,468000.0,No definida,Arriendo,2632000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8045107
1386,1.0,1.0,No definida,32.0,0.0,3.0,No definida,No definida,92000.0,No definida,Arriendo,1400000.0,engativa,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/engativa/bogota/7968360
1387,1.0,1.0,No definida,15.0,0.0,4.0,30.0,2.0,No definida,No definida,Arriendo,600000.0,polo club,Bogotá,No definida,No definida,/inmueble/habitacion-en-arriendo/polo-club/bogota/10143871
1388,2.0,2.0,No definida,60.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,4165000.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7825728
1389,4.0,3.0,1.0,134.0,0.0,6.0,915.0,No definida,No definida,No definida,Arriendo,5000000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8081320
1390,4.0,4.0,2.0,163.0,163.0,6.0,1630.0,4.0,No definida,No definida,Arriendo,5500000.0,chico norte,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10100495
1391,3.0,3.0,2.0,100.0,92.0,6.0,30.0,2.0,No definida,No definida,Arriendo,4500000.0,el nogal,Bogotá,No definida,Bueno,/inmueble/apartamento-en-arriendo/el-nogal/bogota/7971193
1392,No definida,No definida,No definida,2693.0,0.0,3.0,18.0,No definida,No definida,No definida,Arriendo,67340750.0,montevideo,Bogotá,No definida,Bueno,/inmueble/edificio-en-arriendo/montevideo/bogota/7829211
1393,1.0,1.0,No definida,30.0,0.0,3.0,No definida,No definida,No definida,No definida,Arriendo,2737000.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/7826063
1394,4.0,3.0,2.0,142.0,0.0,5.0,30.0,No definida,700000.0,No definida,Arriendo,3800000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8014925
1395,1.0,2.0,2.0,106.0,0.0,5.0,915.0,No definida,740000.0,No definida,Arriendo,4300000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8035902
1396,3.0,2.0,2.0,117.0,105.0,6.0,30.0,5.0,529000.0,No definida,Arriendo,2800000.0,suba,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/suba/bogota/8119106
1397,2.0,3.0,1.0,93.0,0.0,5.0,915.0,No definida,620000.0,No definida,Arriendo,5330000.0,calleja baja,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/calleja-baja/bogota/7944275
1398,1.0,1.0,No definida,33.0,0.0,3.0,1.0,No definida,150000.0,No definida,Arriendo,1350000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8073376
1399,2.0,2.0,2.0,100.0,0.0,6.0,1630.0,No definida,No definida,No definida,Arriendo,4200000.0,usaquen,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/usaquen/bogota/8045108
1400,3.0,3.0,4.0,200.0,0.0,5.0,915.0,No definida,No definida,No definida,Arriendo,5200000.0,usaquen,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/usaquen/bogota/7933334
1401,3.0,3.0,2.0,193.0,0.0,6.0,1630.0,No definida,1300000.0,No definida,Arriendo,6365000.0,chapinero,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/chapinero/bogota/8024411
1402,3.0,2.0,2.0,150.0,0.0,5.0,30.0,No definida,No definida,No definida,Arriendo,4000000.0,usaquen,Bogotá,No definida,Excelente,/inmueble/casa-en-arriendo/usaquen/bogota/8075615
1403,3.0,2.0,No definida,72.0,0.0,3.0,1630.0,1.0,No definida,No definida,Arriendo,1400000.0,granada norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/granada-norte/bogota/10129466
1404,3.0,3.0,2.0,110.0,110.0,5.0,1630.0,5.0,No definida,No definida,Arriendo,3700000.0,bella suiza,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/bella-suiza/bogota/10135953
1405,1.0,1.0,1.0,44.0,44.0,4.0,915.0,2.0,No definida,No definida,Arriendo,1450000.0,centro internacional,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/centro-internacional/bogota/10115093
1406,1.0,1.0,No definida,35.0,0.0,4.0,18.0,13.0,No definida,No definida,Arriendo,1500000.0,chapinero,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/chapinero/bogota/10081474
1407,1.0,1.0,1.0,67.0,67.0,5.0,18.0,5.0,No definida,No definida,Arriendo,2700000.0,pasadena,Bogotá,Duplex,No definida,/inmueble/apartaestudio-en-arriendo/pasadena/bogota/10108386
1408,No definida,2.0,1.0,30.0,0.0,4.0,915.0,3.0,320000.0,No definida,Arriendo,1700000.0,cedritos,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/cedritos/bogota/10086349
1409,2.0,2.0,1.0,94.0,0.0,6.0,30.0,2.0,No definida,No definida,Arriendo,3900000.0,chico,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico/bogota/8120452
1410,5.0,2.0,2.0,120.0,120.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,3500000.0,el recuerdo,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/el-recuerdo/bogota/10141122
1411,1.0,1.0,No definida,13.0,0.0,3.0,18.0,2.0,68000.0,No definida,Arriendo,555000.0,marly,Bogotá,No definida,Excelente,/inmueble/apartaestudio-en-arriendo/marly/bogota/4891142
1412,4.0,5.0,5.0,540.0,0.0,4.0,915.0,No definida,No definida,No definida,Arriendo,8800000.0,autopista norte,Bogotá,No definida,Bueno,/inmueble/casa-en-arriendo/autopista-norte/bogota/7611050
1413,1.0,2.0,1.0,72.0,72.0,6.0,1630.0,No definida,746000.0,No definida,Arriendo,4154000.0,la cabrera,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/la-cabrera/bogota/8071657
1414,2.0,1.0,1.0,50.0,50.0,3.0,915.0,2.0,No definida,No definida,Arriendo,800000.0,la estrada,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/la-estrada/bogota/10080438
1415,No definida,3.0,2.0,380.0,0.0,6.0,915.0,1.0,No definida,No definida,Arriendo,15000000.0,santa barbara,Bogotá,No definida,No definida,/inmueble/consultorio-en-arriendo/santa-barbara/bogota/10076184
1416,3.0,3.0,2.0,127.0,0.0,5.0,No definida,2.0,No definida,No definida,Arriendo,4000000.0,usaquen,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/usaquen/bogota/8112326
1417,3.0,3.0,2.0,107.0,107.0,6.0,18.0,5.0,500000.0,No definida,Arriendo,5400000.0,altos de riomar,Bogotá,Loft,Bueno,/inmueble/apartamento-en-arriendo/altos-de-riomar/barranquilla/7988306
1418,4.0,3.0,1.0,148.62,171.11,6.0,30.0,3.0,No definida,No definida,Arriendo,4000000.0,multicentro,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/multicentro/bogota/10080737
1419,3.0,2.0,No definida,100.0,40.0,3.0,1630.0,1.0,No definida,No definida,Arriendo,1400000.0,santa rita,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-rita/bogota/10114653
1420,3.0,3.0,4.0,383.0,383.0,4.0,30.0,No definida,No definida,No definida,Arriendo,6900000.0,normandia,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/normandia/bogota/8080955
1421,3.0,3.0,2.0,180.0,180.0,6.0,No definida,3.0,No definida,No definida,Arriendo,7800000.0,chico norte,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10136365
1422,2.0,1.0,No definida,45.0,45.0,3.0,1630.0,3.0,No definida,No definida,Arriendo,945000.0,techo,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/techo/bogota/10139852
1423,1.0,1.0,1.0,36.0,0.0,5.0,1630.0,5.0,177000.0,No definida,Arriendo,1200000.0,victoria norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/victoria-norte/bogota/10128000
1424,No definida,3.0,No definida,265000.0,0.0,4.0,1630.0,No definida,No definida,No definida,Arriendo,6500000.0,normandia,Bogotá,No definida,No definida,/inmueble/bodega-en-arriendo/normandia/bogota/10125829
1425,2.0,2.0,2.0,70.0,0.0,4.0,915.0,2.0,No definida,No definida,Arriendo,2250000.0,cedro golf,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/cedro-golf/bogota/8055482
1426,3.0,3.0,2.0,151.0,151.0,6.0,1630.0,No definida,1043400.0,No definida,Arriendo,4456600.0,chico navarra,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-navarra/bogota/8126484
1427,2.0,2.0,1.0,49.0,0.0,3.0,1.0,6.0,No definida,No definida,Arriendo,1400000.0,olaya,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/olaya/bogota/10135138
1428,5.0,5.0,7.0,450.0,450.0,6.0,30.0,2.0,370000.0,No definida,Arriendo,8000000.0,guaymaral,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/guaymaral/bogota/6603591
1429,1.0,2.0,2.0,74.0,74.0,6.0,1630.0,No definida,No definida,No definida,Arriendo,4500000.0,chico reservado,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-reservado/bogota/8093759
1430,4.0,3.0,2.0,300.0,0.0,4.0,30.0,2.0,No definida,No definida,Arriendo,5200000.0,normandia,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/normandia/bogota/10128083
1431,3.0,3.0,1.0,64.0,64.0,4.0,30.0,No definida,220000.0,No definida,Arriendo,1500000.0,portales del norte,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/portales-del-norte/bogota/8088652
1432,No definida,1.0,1.0,48.0,0.0,6.0,No definida,5.0,730000.0,No definida,Arriendo,2300000.0,el chico,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/el-chico/bogota/10098511
1433,3.0,4.0,2.0,252.0,252.0,5.0,1630.0,1.0,No definida,No definida,Arriendo,5600000.0,niza cordoba,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/niza-cordoba/bogota/10142731
1434,2.0,1.0,No definida,42.0,42.0,2.0,30.0,1.0,No definida,No definida,Arriendo,750000.0,fontibon,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/fontibon/bogota/7958644
1435,2.0,1.0,No definida,60.0,50.0,3.0,915.0,2.0,No definida,No definida,Arriendo,950000.0,paloblanco,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/paloblanco/bogota/10129805
1436,1.0,1.0,No definida,28.0,0.0,4.0,1.0,No definida,No definida,No definida,Arriendo,1200000.0,teusaquillo,Bogotá,Loft,Excelente,/inmueble/apartamento-en-arriendo/teusaquillo/bogota/8028424
1437,No definida,3.0,No definida,245.0,0.0,6.0,915.0,No definida,No definida,No definida,Arriendo,5500000.0,unicentro bogota,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/unicentro-bogota/bogota/10143807
1438,3.0,3.0,2.0,125.0,0.0,6.0,18.0,5.0,No definida,No definida,Arriendo,5700000.0,santa paula,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/santa-paula/bogota/10143849
1439,2.0,2.0,1.0,72.0,0.0,5.0,915.0,6.0,394000.0,No definida,Arriendo,2700000.0,usaquen,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/usaquen/bogota/8110617
1440,1.0,1.0,No definida,23.0,0.0,4.0,18.0,4.0,153000.0,No definida,Arriendo,1465000.0,chapinero alto,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/chapinero-alto/bogota/10068446
1441,1.0,2.0,2.0,42.0,42.0,6.0,18.0,6.0,478000.0,No definida,Arriendo,1700000.0,santa paula,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-arriendo/santa-paula/bogota/8118454
1442,3.0,3.0,2.0,95.0,0.0,6.0,915.0,3.0,No definida,No definida,Arriendo,4900000.0,chico navarra,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-navarra/bogota/10135558
1443,2.0,3.0,1.0,77.0,72.0,4.0,1630.0,6.0,No definida,No definida,Arriendo,1900000.0,cedritos,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/cedritos/bogota/10131787
1444,1.0,2.0,1.0,64.0,0.0,5.0,915.0,4.0,441000.0,No definida,Arriendo,2800000.0,bella suiza,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/bella-suiza/bogota/10111372
1445,1.0,1.0,1.0,30.0,30.0,5.0,1630.0,2.0,No definida,No definida,Arriendo,1650000.0,alhambra,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-arriendo/alhambra/bogota/10090838
1446,4.0,3.0,4.0,320.0,0.0,5.0,1630.0,2.0,No definida,No definida,Arriendo,7000000.0,santa barbara,Bogotá,No definida,No definida,/inmueble/casa-en-arriendo/santa-barbara/bogota/8031259
1447,3.0,2.0,No definida,78.0,75.0,3.0,18.0,2.0,No definida,No definida,Arriendo,1350000.0,villa luz,Bogotá,Loft,No definida,/inmueble/apartamento-en-arriendo/villa-luz/bogota/10104136
1448,2.0,2.0,1.0,80.0,80.0,6.0,18.0,2.0,No definida,No definida,Arriendo,6200000.0,el chico,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/el-chico/bogota/10121194
1449,3.0,4.0,4.0,290.0,290.0,6.0,915.0,5.0,2400000.0,No definida,Arriendo,16000000.0,los rosales,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/los-rosales/bogota/10099267
1450,No definida,1.0,No definida,26.0,0.0,5.0,No definida,3.0,203000.0,No definida,Arriendo,1360000.0,el retiro,Bogotá,No definida,Excelente,/inmueble/oficina-en-arriendo/el-retiro/bogota/3460378
1451,3.0,2.0,1.0,81.0,77.0,5.0,1.0,5.0,No definida,No definida,Arriendo,2800000.0,cantalejo,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/cantalejo/bogota/10096171
1452,2.0,3.0,2.0,154.7,154.7,6.0,1630.0,2.0,2030000.0,No definida,Arriendo,7000000.0,chico reservado,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-reservado/bogota/10143280
1453,3.0,4.0,2.0,165.0,165.0,6.0,1630.0,1.0,No definida,No definida,Arriendo,9000000.0,el chico,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/el-chico/bogota/10045785
1454,No definida,2.0,4.0,500.0,0.0,2.0,30.0,9.0,5700000.0,No definida,Arriendo,17499900.0,la capuchina,Bogotá,No definida,No definida,/inmueble/oficina-en-arriendo/la-capuchina/bogota/10112763
1455,1.0,1.0,No definida,20.0,0.0,4.0,No definida,4.0,80000.0,No definida,Arriendo,750000.0,chapinero,Bogotá,No definida,Bueno,/inmueble/apartaestudio-en-arriendo/chapinero/bogota/3458644
1456,2.0,2.0,2.0,82.0,82.0,6.0,No definida,6.0,No definida,No definida,Arriendo,4600000.0,chico norte,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10132223
1457,2.0,1.0,No definida,47.0,47.0,3.0,1630.0,1.0,No definida,No definida,Arriendo,910000.0,ub sabana de tibabuyes,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/ub-sabana-de-tibabuyes/bogota/10133323
1458,1.0,2.0,1.0,58.0,58.0,5.0,1.0,No definida,No definida,No definida,Arriendo,3300000.0,santa paula,Bogotá,No definida,No definida,/inmueble/apartaestudio-en-arriendo/santa-paula/bogota/10104483
1459,4.0,3.0,2.0,140.0,132.0,4.0,1630.0,8.0,No definida,No definida,Arriendo,3600000.0,mazuren,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/mazuren/bogota/10128224
1460,5.0,3.0,1.0,150.0,0.0,5.0,30.0,2.0,No definida,No definida,Arriendo,6500000.0,santa paula,Bogotá,No definida,Bueno,/inmueble/casa-en-arriendo/santa-paula/bogota/6932053
1461,3.0,2.0,2.0,110.0,110.0,5.0,18.0,2.0,No definida,No definida,Arriendo,3900000.0,batan,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/batan/bogota/10104101
1462,3.0,3.0,2.0,135.0,135.0,4.0,915.0,5.0,No definida,No definida,Arriendo,3850000.0,la esperanza,Bogotá,Duplex,No definida,/inmueble/apartamento-en-arriendo/la-esperanza/bogota/10109544
1463,1.0,1.0,1.0,50.0,50.0,6.0,1630.0,No definida,No definida,No definida,Arriendo,3500000.0,chico norte,Bogotá,No definida,No definida,/inmueble/apartamento-en-arriendo/chico-norte/bogota/10136380
